,month_year_day,scammer,total_value_to_binance_sum
112,2023-11-05,0x12a5a2842a29fbb4dba83f588057aeea792dc3eb,0.8066033834285837
113,2023-11-25,0x764d5850fdd0a99de0b3b2a568d3014adf2e0f6b,0.3859342941698
114,2023-11-10,0xa3fcdeb273bf711e214d01d09b304fd8fb77381e,0.8500000000000001
115,2023-11-29,0x7ea79c1cd528e3ad9cce1c7c6c64c9d2c37dbde7,0.9
116,2023-11-03,0x385299b8fee89f4ea1130a7fbff6d539e44efc15,0.0049916408994188
117,2023-11-28,0x1b148b25a3bf96985664add3755f4e8ccae3a97d,0.16
118,2023-11-25,0xcee9ced0a346e6de59871aabc51a40209aa5ebda,0.0556242635133711
119,2023-11-06,0xedaff9e9f2fb16837f7fa6b065b93316214b7460,0.126
120,2023-11-22,0x03d762def7601a66d97ae04fd86364ac719018fc,1.962067149843968
121,2023-11-13,0xb0cd7d020249b2cbb573790791e2646fa4081525,0.8944010340372229
122,2023-11-18,0x382e26721725a3587ac89e5b2035205fb119f575,0.0097853280548858
123,2023-11-10,0xb653f47b714227e7780f308fdde933194f45710d,47.74
124,2023-11-01,0x073d4afa76b5d909ed04702500f5654f889e32dd,7.916161697
125,2023-11-20,0xf0d7fc5ea71757b39dedc8d3481f8a97df350489,1.0
126,2023-11-16,0x02232df0df436ef77dc3331b526914db7f6c785c,2.71
127,2023-11-26,0x0cbee687015d5151ba084806e00a59a8e6f206c2,81.03604484593508
128,2023-11-01,0x46b58fad0fd64e448e5f81b5fc15790824e994fe,0.8900913679816911
129,2023-11-22,0xb653f47b714227e7780f308fdde933194f45710d,8.9980934
130,2023-11-27,0xc1736529f1d52ad4dfe3399cd43cd00ef33a0cf5,0.0880008598684905
131,2023-11-25,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,7.0501000000000005
132,2023-11-20,0xd8044bde807e957ee7172e6c98d2115c6bbfcac4,0.2354969284772139
133,2023-11-03,0xb7f4ab7ddd65a5b9cb30fd13011cce042b72fc28,0.9868800371072048
134,2023-11-27,0xb234ffb0dbecec1a8a8e28bc41764048f15fa339,0.0216469844371814
135,2023-11-21,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,3.1647
136,2023-11-22,0x0cbee687015d5151ba084806e00a59a8e6f206c2,21.02271066970529
137,2023-11-09,0x7396b8ac1496331624d23a29c0db3cc61b660e8c,0.069
138,2023-11-11,0x16ae77f05cb35bd58295ea016350e5a75ae0fdc6,0.2
139,2023-11-18,0x99e0470def2309d6b2ad1f7b09595f946fe45cbf,1.1235
140,2023-11-13,0x0cbee687015d5151ba084806e00a59a8e6f206c2,26.90467411453943
141,2023-11-16,0x725d016e6e7b355648fb9fd6a4c7dd933438d51a,0.57
142,2023-11-02,0xd6a94e0531a160e204567af40b05f18c670ed465,0.0101698518788268
143,2023-11-24,0x04cac126c8891db7b1cd628c57279c20dd579c02,174.0
144,2023-11-06,0xc2d39199f0850f7c12f061ae6785270b34fadd6e,2.372449102272467
145,2023-11-28,0x1df65a6c47efbc7210b65158300c797e1b234171,3.77474445
146,2023-11-05,0x61753c9e8687b8dc70ba67bc2b6f872b05f7d338,0.20938779
147,2023-11-07,0x0000007d7786a29e710f147701d887c68cb7cf02,0.0088830027723488
148,2023-11-22,0xdb583bb06a4355521f522d7e95857760e0ac273f,4.3402721
149,2023-11-07,0xb6fb6064f8ef3440136a4e270e4e6d8793203194,0.025
150,2023-11-01,0x4d34c58630b5061e24a27fd9ed0ea154c37843be,0.0035921290447188
151,2023-11-16,0x39e7d8bdd57e09db794c6143c1408c635babbc95,0.399208475073493
152,2023-11-17,0xbde36d80ac3ea1112da7b74db970e9f465bdb332,0.70504354
153,2023-11-01,0x86cd6063d1c83e0e4165593ec72ea0e89e3a33ab,0.0702080882461454
154,2023-11-16,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,6.800799999999999
155,2023-11-29,0xf1ce03f0f25304a1fb911010f6e3232390ab121d,0.2
156,2023-11-29,0xe777f7eb3a9d5bc07e1106f947c4a19d49a8a5af,0.05
157,2023-11-10,0x46a8138b83c3567da83ddf2c41fb8a22c40d6de1,0.0215553331937093
158,2023-11-01,0xfb5943b706ad192458e1056b0e7c8e27130f41f4,0.9175631859292142
159,2023-11-20,0xb6dd7c9c508d3b63ea6f7f0f45baa5fd4993c920,0.26081523
160,2023-11-02,0x0cbee687015d5151ba084806e00a59a8e6f206c2,24.650787991336124
161,2023-11-20,0x87653066e066e8554041e6b4f337c3f9f031cfbb,0.264542763620053
162,2023-11-25,0x2b196c58b8f55fa602178406662d99379947554b,7.118037849572794
163,2023-11-16,0x0899d57e77d6d0eca2d31cb9840abd0228fe0387,2.0
164,2023-11-27,0x9fe498a67ab291407c32baf439e6b82369d569fb,1.2266
165,2023-11-01,0x990a4c2c390343ef32578f839dfa28b04f759d6a,0.31
166,2023-11-18,0x30a7378b1d10ffa663ac7c2fa5f54c0c8fb328ed,16.38265258
167,2023-11-27,0xe795d3de925c970cbef7c691f9c39505202afaca,2.20353
168,2023-11-15,0x30a7378b1d10ffa663ac7c2fa5f54c0c8fb328ed,0.99
169,2023-11-02,0x8a88b6d088a81bfbf13ef63f5d770ee2cd99585d,0.025
170,2023-11-06,0x0899d57e77d6d0eca2d31cb9840abd0228fe0387,0.77
171,2023-11-13,0xcfca070b249ca4551f5d12dd65a816cd3e6276fc,1.5
172,2023-11-28,0xfb75ee4a34e93ee08ac92d31cf9d7f9a05ec9d3e,0.8873
173,2023-11-02,0x88d13f2b1dda2358c17426781affe45dc33484e7,0.093
174,2023-11-04,0xbad2750b1d8054104015ef3199bb3d53703e02c1,0.8
175,2023-11-27,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,20.7644576
176,2023-11-29,0x87653066e066e8554041e6b4f337c3f9f031cfbb,0.1951191191995683
177,2023-11-21,0xe795d3de925c970cbef7c691f9c39505202afaca,4.21338
178,2023-11-26,0x4fc21517878b88dbee76f93cff2a3eab0d6304a3,0.5
179,2023-11-11,0xf3a615b2c329f21fa97eeba76e61fb63a02280a3,9.0
180,2023-11-18,0xf2b50b998041b588845a15eb9a9d8ddf0639a568,0.2155
181,2023-11-02,0xb653f47b714227e7780f308fdde933194f45710d,4.209042650000001
182,2023-11-14,0x342d8532a017320a6471833f201803fee155766a,9.5948292
183,2023-11-01,0xb37c8a0cc7e247c63fb2252aff5874cab4606379,2.5
184,2023-11-16,0x5ebe55b44f82ff62642869fee5aeb6320415d31e,53.5
185,2023-11-16,0xa828314168403efd76e65209938ceff1a431b0f5,0.0203600677990257
186,2023-11-27,0xe06b919da4172d6451c68531d1a87be228aba772,1.7
187,2023-11-20,0xcfe29629e71f0c685e8e9d4943d55cf687bf0b1f,0.0834806377984716
188,2023-11-02,0x1a8054a8bd79d6c86205bf1bfbafc40727311168,1.3199999999999998
189,2023-11-28,0x0c716b5ea22619046f867404f15685b5bfad795e,1.8354008159915824
190,2023-11-16,0x4d103648cb1ca7f0b053e388f7ff275a5b4c020b,9.62383725696394
191,2023-11-06,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,24.4004
192,2023-11-17,0x12913d68db94f4fb8b4194309744d923b34a4793,3.0
193,2023-11-26,0x2d5d6cdae77dd174cd1507bc0d714861f8cdad37,2.4
194,2023-11-01,0xa916719835bd124cf6aaad0702dffbfb1c518914,0.4446938401024717
195,2023-11-10,0x44b3b00f33d0f5836255832a7df8762e8f6f70f2,0.2
196,2023-11-05,0xb21e446b51b2639587670d03bb2ce80c806906ef,1.3966277043901334
197,2023-11-16,0xc1736529f1d52ad4dfe3399cd43cd00ef33a0cf5,0.15
198,2023-11-26,0xa1a091cad34bc30cb28fee182f9e289758feaa41,9.410004327759133
199,2023-11-19,0xcaeb57c764e806dd2f0037c82cb206eb13a6c7c4,0.0809890797350311
200,2023-11-13,0x8e11d7eab77f37e27bc1a195869410e6e68e8797,0.245
201,2023-11-23,0x836e7abe73d871f4d7a065246ece179da74108ec,0.27
202,2023-11-19,0x5b908d0ba43ca96579ca86c03159a8b6401689eb,0.0041445702149979
203,2023-11-16,0x2de9c8ad139793ad2f72628a960f5265ed9ef28f,0.212064725023889
204,2023-11-28,0x36060f9e507668c2c7e565aeeef51a5df06424b4,0.9331477300015016
205,2023-11-12,0xf2082b1bababa8a2b5cc46a709700bd4c9c5c5cf,0.03
206,2023-11-07,0xae25fcfde8ab7c3ffc1f7c2b2ef46d196d6405ff,1.259457271048011
207,2023-11-22,0xbf70b74e36d6589918ccfa1446096680dc61f01c,1.9
208,2023-11-27,0x7faa79444272fc33a893f1c121745324050c3feb,0.0149
209,2023-11-07,0xffe15ff598e719d29dfe5e1d60be1a5521a779ae,1.0936
210,2023-11-07,0x0899d57e77d6d0eca2d31cb9840abd0228fe0387,0.97
211,2023-11-20,0x71d07f5a495848005358ba26dd8127b3707318b1,19.99
212,2023-11-08,0x2bcce259cea9ffe4153eda976a4423b68acbce90,16.0
213,2023-11-16,0x843e737471d16bcaa134f2d4a929b4ffe013b2af,3.0628487107119384
214,2023-11-10,0xb44150cb4181810b90d56ea01c3a38d5af40d8f1,0.9673420859244604
215,2023-11-14,0xd00c368d578e8877f0f1201ac87edc2bfc5a9106,1.262
216,2023-11-24,0x242635ea938c730061123cdd3e13a7e04e908c21,0.05
217,2023-11-26,0x8a2671ec1c5e8bf6a39ceb91c7fcc0ff26cc07dd,1.3160964309343963
218,2023-11-19,0x0abbc482fbd91dbf413e3d6cc5622e03552ac13a,1.519
219,2023-11-24,0xef9ab0faa56eb75845084cf9d7c543b6d0a4ac83,0.9485222982016348
220,2023-11-28,0x4d103648cb1ca7f0b053e388f7ff275a5b4c020b,9.1657745569708
221,2023-11-07,0x4d103648cb1ca7f0b053e388f7ff275a5b4c020b,8.145274148259896
222,2023-11-29,0xbfc8530fb8d356fe6e27ed69746a01095aec5e43,0.0526345515426145
223,2023-11-08,0x61753c9e8687b8dc70ba67bc2b6f872b05f7d338,0.18943619
224,2023-11-19,0x8c5d48d9d39ddc47891a389363d0508f3c9c43dc,0.02
225,2023-11-07,0x2e2855658d841b016321a1e90a21ad3c2b04fe0a,0.0535418193779163
226,2023-11-22,0xa5b9f344ae8d8d189712dfb49cb3d43f1836c0ee,0.7956576966669217
227,2023-11-25,0xd735db175fb7cc284ed04f220d21d0cafa7ba1ef,0.18
228,2023-11-21,0xc4999104c718c8310a5ed95a2773293a1cac2e15,0.8057590481143193
229,2023-11-28,0x0cc45db0384edddcfc19e5c6890a4b7c47b79700,0.1300176563102602
230,2023-11-18,0xf32236f3561ba928d0798c07c6d375ba975f9709,0.188
231,2023-11-14,0xfd01eda2f317f33beac8a17f502f46a3a20a1db4,0.021403970796181
232,2023-11-07,0x69986d5af481c14ca1351c8f330a34a0afcd90bd,0.5801
233,2023-11-01,0x033a04ff267fb01a85c783a2eae03bd1d233c9d8,2.214171534857352
234,2023-11-15,0x88703e0ed80e1c7d7b5f91679c7b1b23949448ef,0.49
235,2023-11-23,0x841a63d6b17927de583404bcdc5281b99a0b801d,0.5485750394
236,2023-11-15,0xf993f12e2a96a9bd2ba5a9ca05b7f29316e85f8d,0.21
237,2023-11-02,0x9d0e8104359edea8937ff1a6b968dc0c09816e78,0.047
238,2023-11-04,0x864f7755bbdf5120891377249804bd3b4e948adf,0.504
239,2023-11-22,0xf54bf88420ca9ac3b4eeba8c1d96a17ed66fd26f,0.4642273672716946
240,2023-11-13,0xe278df5ea725e4a88dce09eee215822e6bd1707a,0.0997107628451154
241,2023-11-09,0x71d07f5a495848005358ba26dd8127b3707318b1,215.2741404
242,2023-11-23,0x3527a441652acd42b2f66add252c1c839dd0deb3,1.0057046323683143
243,2023-11-05,0x8110879ec5f73cfca37a9ba2bad5354485fcc2e7,0.2
244,2023-11-15,0x61753c9e8687b8dc70ba67bc2b6f872b05f7d338,0.02507323
245,2023-11-28,0x41e29c02713929f800419abe5770faa8a5b4dadc,8.14184744
246,2023-11-13,0xcc45d375afadf74c253a4ff6c903117f439c2e80,0.6434943769186872
247,2023-11-27,0x7e03b6597f386a1ac64bae797343a32e1c75b8b1,1.1676897063816156
248,2023-11-03,0xb93fdf812d9ce368d0d93760d0e5ac549f4e3bb0,1.48005569
249,2023-11-27,0x572c82ae78cc5447bcc80ddabdbc772ff1b15f4a,1.3676747958730726
250,2023-11-07,0xe795d3de925c970cbef7c691f9c39505202afaca,4.47789
251,2023-11-28,0x193f19679b6511ca5338e45a817eb91f2c7b9a11,1.0
252,2023-11-06,0xf721d710e7c27323cc0aee847ba01147b0fb8dbf,0.0209651486702063
253,2023-11-18,0x87edc43c1da8294627acc99759b27d2fbf46c52c,0.53
254,2023-11-01,0x66b4a9f206cda846897964945b2e0ea2facd3b15,0.056
255,2023-11-28,0x5daefb02eaa31f7491e759ab41272a769cc37358,0.005
256,2023-11-16,0x5da0cdb1242965c79bd444329bb388b2525cc324,0.5
257,2023-11-25,0xae25fcfde8ab7c3ffc1f7c2b2ef46d196d6405ff,0.20974053570141
258,2023-11-14,0xb8356a14e2610315f4d6604c71738c7f2ef7aa2a,70.0
259,2023-11-17,0xdb583bb06a4355521f522d7e95857760e0ac273f,16.80992472
260,2023-11-06,0x41e29c02713929f800419abe5770faa8a5b4dadc,32.8018869
261,2023-11-20,0x8c5d48d9d39ddc47891a389363d0508f3c9c43dc,0.531855947056269
262,2023-11-04,0x31b04cdc737a361fb1923ce68c58a64ec63197f2,0.05441999
263,2023-11-06,0xe795d3de925c970cbef7c691f9c39505202afaca,1.45695
264,2023-11-16,0x8335d28f192a1c10bf33725716ecacaa3cb5d581,2.797
265,2023-11-02,0x666f4c568b37e9d749cba60ca94d02a33a580628,0.135
266,2023-11-27,0x23d52e013f455da8250282368c1d088ea5506d64,2.069887543470577
267,2023-11-16,0x764d5850fdd0a99de0b3b2a568d3014adf2e0f6b,20.0
268,2023-11-09,0x7ea79c1cd528e3ad9cce1c7c6c64c9d2c37dbde7,15.297
269,2023-11-10,0xfe8ebc33b6d40497fce290a34e4106b8b1d54919,0.013688854782301
270,2023-11-01,0xf0730acdd0a3a05eb5cdb5019aaeefbbdf882c7c,0.0023716988329472
271,2023-11-16,0x3b80d6d859bee0f8dbcaf4124d08f4f2d0172f11,1.4
272,2023-11-27,0x0899d57e77d6d0eca2d31cb9840abd0228fe0387,1.2
273,2023-11-22,0x72e600b7cb6ecd3347fccf9fb1b20fccafbf8bae,0.19867
274,2023-11-04,0xf4121f4b6183c90a45ce196896686ea450720945,0.02
275,2023-11-03,0xef9ab0faa56eb75845084cf9d7c543b6d0a4ac83,0.8
276,2023-11-09,0xebcd84cc878243267ff34c2d2a27bed34d3b9d2d,0.073455898477956
277,2023-11-04,0x32815ae4dc3ed5b36109badea8fd3e6cbed03d91,4.51
278,2023-11-17,0xb653f47b714227e7780f308fdde933194f45710d,33.44959487
279,2023-11-22,0xe7a4c74794ea2059e1de4b9985e93085a4e2c72a,0.0375
280,2023-11-19,0xb3464891bff88867d83153d312669541e347d3b6,0.499307
281,2023-11-21,0x05214ab99aa2b254e2f0b0ef27416e485c86ad3d,0.96810473
282,2023-11-27,0x0cc45db0384edddcfc19e5c6890a4b7c47b79700,0.0159207940496032
283,2023-11-08,0x2df727da5b2071d16b94abc56666591c65bc73fb,0.03721
284,2023-11-21,0x1df65a6c47efbc7210b65158300c797e1b234171,2.59980611
285,2023-11-23,0x49bfc518aa90c1f0cd315c39619bfaa9b83c0a62,2.724513
286,2023-11-04,0xaebf9c0e04bc7e573abc230a9d0734a818fbe50d,0.01490215255925
287,2023-11-19,0xa88f761d3334fc36594cd388aa917eeedfaedaea,0.0068311685946069
288,2023-11-18,0x1b6f785812ddd499effaf9801bff1286204ecbe5,0.257475
289,2023-11-04,0xb5029588fa9dc21becc7a5c7d461004954ef5615,1.498819
290,2023-11-13,0xdf9a0c30dc8b6db3f2116ee75fd1e7c57d65cf3d,0.242402152847683
291,2023-11-17,0xed78806c3c62a31c7d749d924b90133ba03b583f,0.21
292,2023-11-27,0x1df65a6c47efbc7210b65158300c797e1b234171,97.77276901
293,2023-11-02,0x5bcef2a758d33561031251a25749000336773a55,0.10990702
294,2023-11-02,0x3150200b1710ee83dc399085a77d0fb029709e24,5.700974306571644
295,2023-11-15,0xf1f31a014099af9e4c1be67b29f81ca496d98cab,0.858081503314917
296,2023-11-14,0x1b87538a919dbd3cc427440a786dc020c36fb8b2,1.051930162019637
297,2023-11-03,0x2b7b39774a24c0e1d6d79ecf7a875fdfe088125e,0.028158634899173
298,2023-11-12,0x46397e1ccb439925ca61c941bc26fd7f70fe47f4,1.115933804437861
299,2023-11-04,0x836dc06c48ebcf32f6d61b418a02739ca944437c,1.0
300,2023-11-22,0x8a88b6d088a81bfbf13ef63f5d770ee2cd99585d,1.4
301,2023-11-28,0x2e2855658d841b016321a1e90a21ad3c2b04fe0a,0.068740211884204
302,2023-11-14,0x66b4a9f206cda846897964945b2e0ea2facd3b15,0.05
303,2023-11-01,0xf40235f7c5997b59fbbb7fa37777eecefb265c5b,0.0028886888224864
304,2023-11-16,0x0c716b5ea22619046f867404f15685b5bfad795e,0.8132995501559196
305,2023-11-04,0xb8e9b58c3c1b409ec26d5c61869eace24143e5d8,1.5
306,2023-11-08,0x559b42f48aac32e254a8655bc62d9eed71dc6c5c,0.0523000219367498
307,2023-11-18,0x06643258e329921a8b59fcd7814883a3b435492c,0.9212272318755992
308,2023-11-10,0xdb583bb06a4355521f522d7e95857760e0ac273f,186.8
309,2023-11-14,0x4e9cef3f2456b575369e08afbd78bda7f28d3a44,0.038593961733893
310,2023-11-01,0x5a733a622c74f7c09cc5fc56bb554540faf90ef7,0.9007602779479518
311,2023-11-01,0xd37fd51e5237873d2c281fcf5ea579fcfef42ee5,0.0332722218864459
312,2023-11-25,0x4d103648cb1ca7f0b053e388f7ff275a5b4c020b,5.673257208364114
